country,PC1,PC2,PC3
guinea bissau,-0.01405037872441225,0.0015968450895224016,-0.04302554424940354
guyana,-0.014308925618801635,0.0037758523031928047,-0.005599677344825959
haiti,-0.013323982067718952,-0.00452515285076977,-0.14817484282264348
honduras,-0.013727471847463438,-0.0011245815819407442,-0.08976781832622235
hungary,-0.015023741618016173,0.00980024962737678,0.09787326713222118
iceland,-0.015306608126430211,0.0121842201012656,0.1388195114128523
india,-0.01507882905517447,0.010264521005433878,0.10584743017939227
indonesia,-0.01463369622399545,0.0065129862887962926,0.04141238007403817
iran (islamic republic of),-0.014576923134740174,0.0060345084044582725,0.03319421103647237
iraq,-0.013690032066109852,-0.0014401202923955015,-0.09518740101811704
ireland,-0.01560317181071863,0.014683628995359303,0.18174848568315852
israel,-0.015078851543997766,0.010264710538974039,0.1058506855412853
italy,-0.015211911492798358,0.011386126400386158,0.12511173273313758
jamaica,-0.014356218062657225,0.004174428261944147,0.0012461241238462314
japan,-0.015445880607850121,0.013357994562554276,0.15897985163044417
jordan,-0.014961523559902356,0.009275882093313929,0.08886691349750285
kazakhstan,-0.01478804129468723,0.007813791016024389,0.06375454777530029
kenya,-0.014398151711580922,0.004527840836154556,0.007316215072523381
kiribati,-0.014304656774184667,0.003739874910246811,-0.006217612481306011
kuwait,-0.014563348126432696,0.005920099600216047,0.03122916537098836
kyrgyzstan,-0.014325320079752216,0.0039140231706477025,-0.0032265027802743573
lao people's democratic republic,-0.014206321507678959,0.0029111151775871244,-0.020452100213059977
latvia,-0.01508483206787174,0.01031511379248708,0.10671639422077114
lebanon,-0.01387419653179008,0.00011199929568433964,-0.06852873703617644
lesotho,-0.014246853203515856,0.0032527122322316138,-0.01458494850198988
liberia,-0.013425910318154126,-0.003666111811040436,-0.1334202539361181
